substancename,nonproprietaryname,proprietaryname,labelername,producttypename,dosageformname,routename,marketingcategoryname,active_numerator_strength,active_ingred_unit
LOPHOPHORA WILLIAMSII FLOWER,LOPHOPHORA WILLIAMSII FLOWER,ANNALONIUM LEWINII,Natural Health Supply,HUMAN PRESCRIPTION DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
MAGNESIUM CATION,MAGNESIUM CATION,Diarrhea Dyspepsia,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
MANGANESE,MANGANESE,SKIN ERUPTIONS,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
MENTHOL,MENTHOL,DYSPEPSIA,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
MERCURIC CATION,MERCURIC CATION,Sore Throat Diarrhea,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
MERCURIC SULFATE,MERCURIC SULFATE,BURNING DIARRHEA,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
OCIMUM AMERICANUM LEAF,OCIMUM AMERICANUM LEAF,BLADDER IRRITATION,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
ONOSMODIUM VIRGINIANUM ROOT,ONOSMODIUM VIRGINIANUM ROOT,DRY SORE THROAT,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
ORIGANUM MAJORANA,ORIGANUM MAJORANA,Headache,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
POTASSIUM CATION,POTASSIUM CATION,Skin Affections,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
POTASSIUM CHLORATE,POTASSIUM CHLORATE,HEMORRHOIDS PROCTALGIA,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
POTASSIUM SILICATE,POTASSIUM SILICATE,RUNNY NOSE,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
QUININE ARSENITE,QUININE ARSENITE,HEADACHE,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
RABIES VIRUS,RABIES VIRUS,LYSSIN,Natural Health Supply,HUMAN PRESCRIPTION DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
SARSAPARILLA ROOT,SARSAPARILLA ROOT,Boils Eczema,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
SCABIES LESION LYSATE (HUMAN),SCABIES LESION LYSATE (HUMAN),PSORINUM,Natural Health Supply,HUMAN PRESCRIPTION DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
SILVER CATION,SILVER CATION,Heartburn,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
SILYBUM MARIANUM SEED,SILYBUM MARIANUM SEED,SCIATICA RHEUMATISM,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
SODIUM CATION,SODIUM CATION,Dry Cough Diarrhea,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
SODIUM NITRATE,SODIUM NITRATE,INFLAMMATIONS,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
SOLANUM NIGRUM TOP,SOLANUM NIGRUM TOP,CONGESTIVE HEADACHE,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
SPIGELIA MARILANDICA ROOT,SPIGELIA,Skin Eruptions,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
STAR ANISE,STAR ANISE,PAINFUL COUGH COLIC,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
SYZYGIUM CUMINI SEED,SYZYGIUM CUMINI SEED,ITCHY SKIN RASH,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
TARAXACUM OFFICINALE,TARAXACUM OFFICINALE,Gastric Headache,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
TOMATO,TOMATO,COUGH HEADACHE,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
TOXICODENDRON VERNIX LEAFY TWIG,TOXICODENDRON VERNIX LEAFY TWIG,SKIN ERUPTIONS,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
TREPONEMIC SKIN CANKER HUMAN,TREPONEMIC SKIN CANKER HUMAN,SYPHILINUM,Natural Health Supply,HUMAN PRESCRIPTION DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
TUBERCULIN PURIFIED PROTEIN DERIVATIVE,TUBERCULIN PURIFIED PROTEIN DERIVATIVE,TUBERCULINUM,Natural Health Supply,HUMAN PRESCRIPTION DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
TURNERA DIFFUSA LEAFY TWIG,TURNERA DIFFUSA LEAFY TWIG,HEADACHE FATIGUE,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
TURPENTINE,TURPENTINE,Sore Throat headache,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
VESPA CRABRO,VESPA CRABRO,NAUSEA,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
VIPERA BERUS VENOM,VIPERA BERUS VENOM,Menopause,Natural Health Supply,HUMAN OTC DRUG,PELLET,ORAL,UNAPPROVED HOMEOPATHIC,30,[hp_C]
EMU OIL,EMU,MUSCLE AND JOINT RELIEF,NATURALRX LLC,HUMAN OTC DRUG,CREAM,TOPICAL,UNAPPROVED HOMEOPATHIC,1,[hp_X]
AZADIRACHTA INDICA SEED OIL,NEEM OIL,LICE ICE,NATURALRX LLC,HUMAN OTC DRUG,GEL,TOPICAL,UNAPPROVED HOMEOPATHIC,0.937,[hp_X]
SUNFLOWER OIL,SUNFLOWER,Orgaplus Super Care Balm 20g,NATURE & NATURE CO. LTD.,HUMAN OTC DRUG,STICK,TOPICAL,UNAPPROVED DRUG OTHER,11.26,g
APIS MELLIFERA VENOM,BEE VENOM,BEE VENOM MIST ESSENCE,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,AEROSOL,TOPICAL,UNAPPROVED DRUG OTHER,0.98,g
ADENOSINE,Adenosine,HERB BLENDING,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,CREAM,TOPICAL,UNAPPROVED DRUG OTHER,0.012,g
ADENOSINE,Adenosine,HERB BLENDING,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,EMULSION,TOPICAL,UNAPPROVED DRUG OTHER,0.06,g
GLYCERIN,GLYCERIN,REAL SQUEEZE ALOE VERA,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,EMULSION,TOPICAL,UNAPPROVED DRUG OTHER,2.35,mg
NIACINAMIDE,NIACINAMIDE,GINSENG ROYAL SILK,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,EMULSION,TOPICAL,UNAPPROVED DRUG OTHER,2.4,mg
NIACINAMIDE,Niacinamide,White Mineral Homme Fo am Cleanser,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,GEL,TOPICAL,UNAPPROVED DRUG OTHER,2,g
NIACINAMIDE,NIACINAMIDE,PURE VITA WHITE,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,LOTION,TOPICAL,UNAPPROVED DRUG OTHER,2,g
DIMETHICONE,Dimethicone,RED GINSENG FERMENTED,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,OIL,TOPICAL,OTC MONOGRAPH FINAL,1.2,g
ADENOSINE,ADENOSINE,Aqua Collagen Coenzyme Q10 Hydro Mask,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,PATCH,TOPICAL,UNAPPROVED DRUG OTHER,0.008,g
NIACINAMIDE,NIACINAMIDE,Aqua Collagen Multi Vitamin Hydro Mask,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,PATCH,TOPICAL,UNAPPROVED DRUG OTHER,0.4,g
WITCH HAZEL,WITCH HAZEL,PLACENTA EX DEEP LINE,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,PATCH,TOPICAL,OTC MONOGRAPH FINAL,0.0007,g
ARGAN OIL,ARGAN,ARGAN ESSENTIAL DEEP CARE,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,SHAMPOO,TOPICAL,UNAPPROVED DRUG OTHER,0.003,g
COCAMIDOPROPYL BETAINE,COCAMIDOPROPYL BETAINE,ARGAN ESSENTIAL DEEP CARE,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,SHAMPOO,TOPICAL,UNAPPROVED DRUG OTHER,72,mg
GLYCERIN,Glycerin,MACCOLA,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,SOAP,TOPICAL,OTC MONOGRAPH FINAL,12,g
NIACINAMIDE,NIACINAMIDE,GREENTINOL MULTI TONER,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,SOLUTION,TOPICAL,UNAPPROVED DRUG OTHER,2.85,mg
NIACINAMIDE,Niacinamide,GINSENG ROYAL SILK BOOSTING AMPOULE,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,SOLUTION,TOPICAL,UNAPPROVED DRUG OTHER,0.6,g
TITANIUM DIOXIDE,Titanium Dioxide,PROVENCE CALENDULA ICE PUFF SUN,NATURE REPUBLIC CO. LTD.,HUMAN OTC DRUG,SPRAY,TOPICAL,OTC MONOGRAPH NOT FINAL,7.4,g
DIPHENHYDRAMINE,DIPHENHYDRAMINE and ZINC ACETATE,Dermamine,Natureplex LLC,HUMAN OTC DRUG,CREAM,TOPICAL,OTC MONOGRAPH NOT FINAL,0.02,mg
POVIDONE-IODINE,POVIDONE-IODINE,Bella Flore,Natureplex LLC,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,OTC MONOGRAPH NOT FINAL,None,None
BENZOYL PEROXIDE,BENZOYL PEROXIDE,ZITFREE,Natureplex LLC,HUMAN OTC DRUG,OINTMENT,TOPICAL,OTC MONOGRAPH FINAL,100,mg
LANOLIN,Lanolin,Skullduggery Pain Relief and Skin Protection for Tattoos,Natureplex LLC,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,OTC MONOGRAPH FINAL,None,None
CAPSICUM,Capsicum,Nasol,Natures Formulae Health Products Ltd.,HUMAN OTC DRUG,SPRAY,NASAL,UNAPPROVED HOMEOPATHIC,4,[hp_X]
PHOSPHORIC ACID,Phosphoricum Acidum,Naturasil,Nature's Innovation,HUMAN OTC DRUG,LIQUID,TOPICAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
CAPSICUM,Capsicum Annuum,Naturasil Gout,Nature's Innovation Inc.,HUMAN OTC DRUG,LIQUID,TOPICAL,UNAPPROVED HOMEOPATHIC,3,[hp_X]
SILICON DIOXIDE,Silicea,Naturasil,Nature's Innovation Inc.,HUMAN OTC DRUG,LIQUID,TOPICAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
SODIUM CHLORIDE,Natrum Muriaticum,Naturasil,Nature's Innovation Inc.,HUMAN OTC DRUG,LIQUID,TOPICAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
SULFUR,Sulfur,Naturasil,Nature's Innovation Inc.,HUMAN OTC DRUG,LIQUID,TOPICAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
THUJA OCCIDENTALIS LEAFY TWIG,Thuja Occidentalis,Naturasil,Nature's Innovation Inc.,HUMAN OTC DRUG,LIQUID,TOPICAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
ST. JOHN'S WORT,Hypericum,Dr. Berrys APOTHECARY Neuropathy Therapy,Nature's Innovation Inc.,HUMAN OTC DRUG,OIL,TOPICAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
DROSERA 30C,Drosera 30C,kids cough cold and throat,Natures Investment Holdings Pty Ltd dba Maxrelief USA,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,UNAPPROVED HOMEOPATHIC,None,None
PELARGONIUM SIDOIDES ROOT,PELARGONIUM SIDOIDES ROOT,UMCKA THROAT,Natures Way Holding Co,HUMAN OTC DRUG,SPRAY,ORAL,UNAPPROVED HOMEOPATHIC,1,[hp_X]
PELARGONIUM SIDOIDES ROOT,Pelargonium sidoides,Umcka Coldcare Cherry,Nature's Way Holding Co,HUMAN OTC DRUG,TABLET,ORAL,UNAPPROVED HOMEOPATHIC,1,[hp_X]
CEDAR LEAF OIL,Thuja occidentalis,Thuja occidentalis,Natures Way Holding Co.,HUMAN OTC DRUG,TABLET,SUBLINGUAL,UNAPPROVED HOMEOPATHIC,6,[hp_X]
UMCKA COLDCARE DAY PLUS NIGHT,Umcka ColdCare Day Plus Night,Umcka ColdCare,Nature's Way Holding Co.,HUMAN OTC DRUG,KIT,Follow Instructions on Pack,UNAPPROVED HOMEOPATHIC,None,None
PELARGONIUM SIDOIDES ROOT,Pelargonium sidoides,Umcka Coldcare Lemon,Nature's Way Holding Co.,HUMAN OTC DRUG,POWDER,ORAL,UNAPPROVED HOMEOPATHIC,1,[hp_X]
VANILLYL BUTYL ETHER,VANILLYL BUTYL ETHER,Cell Acher Sports Body Massage,Natuzen Co. Ltd,HUMAN OTC DRUG,CREAM,TOPICAL,UNAPPROVED DRUG OTHER,1.53,g
IBUPROFEN,IBUPROFEN,Advil Liquigels,Navajo Manufacturing Company Inc.,HUMAN OTC DRUG,CAPSULE,ORAL,NDA,200,mg
ANHYDROUS CITRIC ACID,ANHYDROUS CITRIC ACID,Alka Seltzer Original,Navajo Manufacturing Company Inc.,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH NOT FINAL,1000,mg
DIPHENHYDRAMINE CITRATE,DIPHENHYDRAMINE CITRATE,Advil PM,Navajo Manufacturing Company Inc.,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH NOT FINAL,38,mg
ROSEMARY,Rosemary (Rosmarinus officinalis) leaf extract,Sabiway/ Hair Re-Growth,Navarrete Estacio Fernando,HUMAN OTC DRUG,SHAMPOO,TOPICAL,UNAPPROVED HOMEOPATHIC,1,[hp_X]
TILMANOCEPT,tilmanocept,Kit for the preparation of Lymphoseek (technetium Tc 99m tilmanocept),Navidea Biopharmaceuticals Inc.,HUMAN PRESCRIPTION DRUG,KIT,Follow Instructions on Pack,NDA,None,None
DOCUSATE CALCIUM,Docusate Calcium,Docusate Calcium,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN OTC DRUG,CAPSULE,ORAL,OTC MONOGRAPH NOT FINAL,240,mg
POTASSIUM CHLORIDE,Potassium,Potassium Chloride,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,ANDA,750,mg
RANITIDINE HYDROCHLORIDE,Ranitidine Hydrochloride,Ranitidine Hydrochloride,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,ANDA,150,mg
TERAZOSIN HYDROCHLORIDE,Terazosin,Terazosin Hydrochloride,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,ANDA,1,mg
VALPROIC ACID,Valproic Acid,Valproic Acid,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,ANDA,250,mg
ATORVASTATIN CALCIUM TRIHYDRATE,Atorvastatin Calcium,Atorvastatin Calcium,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,10,mg
CITALOPRAM HYDROBROMIDE,Citalopram,Citalopram,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,10,mg
DONEPEZIL HYDROCHLORIDE,Donepezil Hydrochloride,Donepezil Hydrochloride,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,5,mg
ESCITALOPRAM OXALATE,Escitslopram,Escitalopram,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,5,mg
HYDRALAZINE HYDROCHLORIDE,Hydralazine Hydrochloride,Hydralazine Hydrochloride,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,10,mg
HYDROXYZINE HYDROCHLORIDE,Hydroxyzine hydrochloride,Hydroxyzine hydrochloride,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,25,mg
LEVETIRACETAM,Levetiracetam,Levetiracetam,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,1000,mg
METOPROLOL TARTRATE,Metoprolol tartrate,Metoprolol Tartrate,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,50,mg
MIRTAZAPINE,Mirtazapine,Mirtazapine,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,45,mg
PYRIDOXINE,Pyridoxine and Cyanocobalamin and Folic Acid,Folbic,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,UNAPPROVED DRUG OTHER,25,mg
SERTRALINE HYDROCHLORIDE,Sertraline Hydrochloride,Sertraline,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,25,mg
NATEGLINIDE,Nateglinide,Nateglinide,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,60,mg
TRAMADOL HYDROCHLORIDE,Tramadol Hydrochloride,Tramadol Hydrochloride,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,50,mg
THEOPHYLLINE,Theophylline,Theophylline Extended Release,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,300,mg
CHLORPROMAZINE HYDROCHLORIDE,Chlorpromazine Hydrochloride,Chlorpromazine,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,25,mg
LISINOPRIL,Lisinopril,Lisinopril,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,2.5,mg
CHLORPROMAZINE HYDROCHLORIDE,Chlorpromazine Hydrochloride,Chlorpromazine Hydrochloride,NCS HealthCare of KY Inc dba Vangard Labs,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,ANDA,50,mg
ZINC ACETATE,skin protectant,Bodysaver,Neat Feat Products Limited,HUMAN OTC DRUG,CREAM,TOPICAL,OTC MONOGRAPH FINAL,0.15,g
ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,Antiperspirant,Face Saver Gel,Neat Feat Products Limited,HUMAN OTC DRUG,GEL,TOPICAL,OTC MONOGRAPH FINAL,8.75,g
ALUMINUM CHLOROHYDRATE,Antiperspirant,Hand Saver,Neat Feat Products Limited,HUMAN OTC DRUG,LOTION,TOPICAL,OTC MONOGRAPH FINAL,11,g
BENZALKONIUM CHLORIDE,Wound Wash Antiseptic Sterile Saline with Benzalkonium chloride,Neil cleanse Wound Wash Antiseptic Sterile Saline with Benzalkonium chloride,NeilMed Pharmaceuticals Inc.,HUMAN OTC DRUG,AEROSOL,TOPICAL,OTC MONOGRAPH NOT FINAL,1.3,mg
ACACIA BAILEYANA POLLEN,Acacia,Acacia,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ACER MACROPHYLLUM POLLEN,Coast Maple,Coast Maple,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ACER SACCHARINUM POLLEN,Silver Maple,Silver Maple,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
AEDES TAENIORHYNCHUS,Mosquito,Mosquito,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
AGAVE SISALANA FIBER,Sisal,Sisal,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ALLENROLFEA OCCIDENTALIS POLLEN,Iodine Bush,Iodine Bush,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ALLERGENIC EXTRACT- BEEF LIVER,Beef Liver,Beef Liver,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
ALLERGENIC EXTRACT- COCKROACH PERIPLANETA AMERICANA,Cockroach American,Cockroach American,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ALLERGENIC EXTRACT- COCKROACH,German Cockroach,German Cockroach,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ALLERGENIC EXTRACT- PUMPKIN CUCURBITA PEPO,Pumpkin,Pumpkin,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
ALLSPICE,Allspice,Allspice,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
ALNUS RHOMBIFOLIA POLLEN,White Alder,White Alder,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ALNUS RUBRA POLLEN,Red Alder,Red Alder,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
AMBROSIA DELTOIDEA POLLEN,Rabbitbush,Rabbitbush,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
AMERICAN CHESTNUT,Chestnut,Chestnut,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
ANAS PLATYRHYNCHOS FEATHER,Duck Feathers,Duck Feathers,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ANSER ANSER FEATHER,Goose Feathers,Goose Feathers,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ARABICA COFFEE BEAN,Coffee,Coffee,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
ARTEMISIA ABSINTHIUM POLLEN,Wormwook,Wormwood,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ARTEMISIA DOUGLASIANA POLLEN,California Mugwort,California Mugwort,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ARTEMISIA LUDOVICIANA POLLEN,Darkleaves Mugwort,Darkleaves Mugwort,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ARTICHOKE,Artichoke,Artichoke,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
ASPERGILLUS FLAVUS,Aspergillus flavus,Aspergillus flavus,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ASPERGILLUS TERREUS,Aspergillus terreus,Aspergillus terreus,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ATLANTIC SALMON,Salmon,Salmon,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
ATRIPLEX CANESCENS POLLEN,Wingscale,Wingscale,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
ATRIPLEX POLYCARPA POLLEN,Allscale,Allscale,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
AVENA SATIVA POLLEN,Cultivated Oat,Cultivated Oat,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
BACCHARIS HALIMIFOLIA POLLEN,Groundsel,Groundsel,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
BEET,Beet,Beet,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
BETULA POPULIFOLIA POLLEN,White Birch,White Birch,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
BLACKBERRY,Blackberry,Blackberry,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
BLACK-EYED PEA,Blackeye Pea,Blackeye Pea,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
BLUEBERRY,Blueberry,Blueberry,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
BLUEFISH,Bluefish,Bluefish,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
BOMBYX MORI FIBER,Silk,Silk,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,0.05,g
BOUTELOUA GRACILIS POLLEN,Grama Grass,Grama Grass,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
BROUSSONETIA PAPYRIFERA POLLEN,Mulberry,Mulberry,Nelco Laboratories Inc.,HUMAN PRESCRIPTION DRUG,INJECTION,INTRADERMAL,BLA,10000,[PNU]
